ORF	AA147-1	AA147-2	AA147-3	Day1-1	Day1-2	Day1-3
TMPRSS13	36	35	53	87	17	29
TMPRSS15	0.05	1	0.05	0.05	0.05	0.05
TMSB4X	6237	5948	5799	4414	3787	4097
TMSB4Y	1	0.05	1	1	0.05	1
TMSB10	4070	4482	4743	2215	1649	1861
TMSB15A	13	7	12	172	193	234
TMSB15B	175	124	117	81	85	88
TMTC1	32	22	37	508	602	594
TMTC2	966	1372	1902	117	75	87
TMTC3	973	982	962	877	906	882
TMTC4	374	315	386	295	303	249
TMUB1	287	246	327	241	259	253
TMUB2	331	317	292	232	201	203
TMX1	799	775	722	2330	2011	2135
TMX2	536	515	570	864	971	857
TMX2-CTNND1	0.05	0.05	0.05	0.05	0.05	0.05
TMX3	1178	1094	1094	719	524	487
TMX4	301	347	432	215	183	166
TNC	23306	29159	39526	127	55	70
TNF	20	28	30	0.05	0.05	0.05
TNFAIP1	1268	1315	1402	311	270	320
TNFAIP2	83	73	106	167	161	174
TNFAIP3	360	267	286	75	85	79
TNFAIP6	2	0.05	0.05	18	35	18
TNFAIP8	626	728	696	180	126	109
TNFAIP8L1	41	42	48	76	67	70
TNFAIP8L2	10	19	16	16	11	21
TNFAIP8L2-SCNM1	0.05	35.083	0.05	0.05	0.05	0.05
TNFAIP8L3	1	2	2	10	3	6
TNFRSF1A	1241	1189	1288	647	648	643
TNFRSF1B	6	1	3	7	4	6
TNFRSF4	0.05	0.05	0.05	2	0.05	0.05
TNFRSF6B	7	5	15	19	14	10
TNFRSF8	0.05	0.05	1	398	517	517
TNFRSF9	35	16	30	2	3	4
TNFRSF10A	71	60	58	40	45	34
TNFRSF10B	2191	2382	2419	820	769	739
TNFRSF10C	228	299	338	35	34	23
TNFRSF10D	700	751	773	148	126	152
TNFRSF11A	2	2	5	149	152	145
TNFRSF11B	0.05	1	1	4	3	4
TNFRSF12A	1921	1921	2261	341	614	462
TNFRSF13B	0.05	0.05	0.05	0.05	0.05	1
TNFRSF13C	0.05	0.05	0.05	2	2	2
TNFRSF14	0.05	0.05	0.05	2	2	1
TNFRSF17	0.05	0.05	0.05	0.05	0.05	0.05
TNFRSF18	1	1	0.05	2	2	3
TNFRSF19	4235	3135	5017	226	43	83
TNFRSF21	5139	4898	5036	639	625	618
TNFRSF25	71	51.673	47.972	63.764	35.909	64.873
TNFSF4	42	37	40	11	15	12
TNFSF8	1	2	0.05	0.05	0.05	0.05
TNFSF9	1	1	2	7	25	20
TNFSF10	0.05	1	1	0.05	0.05	0.05
TNFSF11	1	1	0.05	61	81	83
TNFSF12	42	42	39	35	25	28
TNFSF12-TNFSF13	2.25	4.143	3.56	7.881	7.631	7.44
TNFSF13	18.75	35.857	28.44	72.119	55.369	65.56
TNFSF13B	9	5	10	3	4	6
TNFSF14	0.05	1	0.05	0.05	0.05	0.05
TNFSF15	343	302	225	1	1	1
TNFSF18	0.05	0.05	0.05	0.05	0.05	0.05
TNIK	64	39	37	219	177	212
TNIP1	884	817	849	497	488	410
TNIP2	270	276	272	301	375	314
TNIP3	3	5	7	0.05	0.05	0.05
TNK1	64	67	87	83	90	81
TNK2	503	461	508	452	386	370
TNKS	725	743	837	1358	1193	1055
TNKS1BP1	3610	3324	4143	1321	1510	1409
TNKS2	1445	1598	1583	2036	1826	1605
TNKS2-AS1	0.05	0.05	0.05	0.05	0.05	0.05
TNMD	1	0.05	0.05	23	7	11
TNN	1	0.05	1	8	6	11
TNNC1	22	39	25	11	10	12
TNNC2	0.05	3	1	10	11	13
TNNI1	49	11	8	8	11	8
TNNI2	1	0.05	0.05	0.05	0.05	0.05
TNNI3	0.05	0.05	1	61	55	58
TNNI3K	2.3	0.6	4.2	0.6	0.05	0.5
TNNT1	38	10	16	652	542	632
TNNT2	394	422	446	42	29	31
TNNT3	12	0.05	3	0.05	0.05	0.05
TNP1	0.05	0.05	0.05	0.05	0.05	0.05
TNP2	0.05	0.05	0.05	0.05	0.05	0.05
TNPO1	3157	3373	3623	4886	4218	3937
TNPO2	851	738	829	1498	1530	1457
TNPO3	892	833	975	2617	2624	2581
TNR	0.05	0.05	0.05	0.05	0.05	0.05
TNRC6A	738	631	653	2145	2020	1864
TNRC6B	371	296	335	958	1019	937
TNRC6C	113	81	112	413	242	305
TNRC6C-AS1	0.05	0.05	0.05	0.05	0.05	0.05
TNRC18	1341	1107	1408	309	450	398
TNS1	1814	1565	1905	242	125	165
TNS3	2331	2578	3020	770	641	610
TNS4	87	32	29	1	12	4
TNXB	6	6	7	36	21	23
TOB1	272	250	250	756	603	742
TOB1-AS1	0.05	0.05	0.05	0.05	0.05	0.05
TOB2	629	633	706	1035	978	957
TOE1	70	45	69	228	260	208
TOLLIP	385	362	436	436	473	444
TOLLIP-AS1	0.05	0.05	0.05	0.05	0.05	0.05
TOM1	235	254	302	310	420	338
TOM1L1	171	142	185	494	364	372
TOM1L2	356	323	447	75	84	76
TOMM5	390	396	422	612	692	689
TOMM6	455	519	567	1187	1334	1249
TOMM7	414	457	500	684	853	736
TOMM20	1732	1775	1822	3195	2983	2932
TOMM20L	3	4	5	4	5	9
TOMM22	422	394	448	1231	1474	1327
TOMM34	373	349	350	574	669	627
TOMM40	280	260	288	1077	1458	1253
TOMM40L	88	52	76	232	280	265
TOMM70A	898	989	1033	1752	2055	1671
TONSL	115	83	107	987	952	870
TOP1	1387	1367	1522	2918	2231	2264
TOP1MT	109	112	117	442	413	404
TOP2A	1285	858	1073	5659	4322	4849
TOP2B	2617	2757	2856	5486	4585	4704
TOP3A	255	231	277	413	471	385
TOP3B	202	160	174	437	370	306
TOPAZ1	0.05	0.05	0.05	0.05	0.05	0.05
TOPBP1	625	509	660	1368	1174	1123
TOPORS	379	392	405	823	797	817
TOPORS-AS1	0.05	0.05	0.05	0.05	0.05	0.05
TOR1A	662	652	610	517	519	475
TOR1AIP1	563	567	592	397	392	333
TOR1AIP2	787	766	799	692	685	734
TOR1B	454	400	433	239	166	209
TOR2A	122	95	119	112	115	126
TOR3A	306	307	400	433	387	435
TOR4A	76	90	97	18	29	26
TOX	73	65	60	450	456	436
TOX2	6	2	2	23	28	37
TOX3	8	11	13	463	434	388
TOX4	692	779	806	937	1084	1003
TP53	556	531	602	1589	1842	1666
TP53AIP1	0.05	0.05	2	1	0.05	0.05
TP53BP1	1141	1055	1202	2205	1835	1795
TP53BP2	960	1086	1130	1061	925	903
TP53I3	840	866	809	624	584	610
TP53I11	484	404	330	2606	1132	1631
TP53I13	501	376	442	122	170	145
TP53INP1	815	802	720	495	322	337
TP53INP2	436	409	519	91	100	88
TP53RK	175	182	192	344	269	335
TP53TG1	0.05	0.05	0.05	0.05	0.05	0.05
TP53TG3	0.05	0.05	0.05	0.05	0.05	0.05
TP53TG3B	0.05	0.05	0.05	0.05	0.05	0.05
TP53TG3C	0.05	0.05	0.05	0.05	0.05	0.05
TP53TG3D	0.05	0.05	0.05	0.05	0.05	0.05
TP53TG5	0.05	1	0.05	0.05	0.05	1
TP63	214	80	85	1	0.05	0.05
TP73	6	4	7	29	26	28
TP73-AS1	0.05	0.05	0.05	0.05	0.05	0.05
TPBG	721	617	640	279	237	268
TPBGL	4	1	3	6	4	4
TPCN1	466	404	449	298	339	303
TPCN2	140	121	121	195	156	136
TPD52	483	482	479	1572	1268	1232
TPD52L1	150	154	146	54	43	47
TPD52L2	1362	1450	1515	1231	1387	1269
TPD52L3	0.05	0.05	0.05	0.05	0.05	0.05
TPGS1	57	47	54	71	82	79
TPGS2	984	960	981	1839	1633	1681
TPH1	0.05	1	2	2	4	1
TPH2	1	0.05	0.05	1	1	1
TPI1	1419	1285	1399	5463	5662	5385
TPK1	35	34	34	35	44	36
TPM1	27589	33423	36682	3865	2999	3047
TPM2	6930	7985	8236	2164	2343	2060
TPM3	3417	3393	3509	5130	5330	5354
TPM4	12636	14077	15199	6187	6031	5736
TPMT	176	195	193	409	471	395
TPO	0.05	0.05	0.05	6	5	6
TPP1	1148	1094	1066	1077	987	996
TPP2	598	593	643	1907	1950	1781
TPPP	18	8	10	42	28	29
TPPP2	1	0.05	0.05	0.05	0.05	0.05
TPPP3	18	5	7	5	17	17
TPR	2661	2925	3006	4139	3528	3133
TPRA1	261	244	248	286	290	301
TPRG1	3	4	1	2	0.05	0.05
TPRG1-AS2	0.05	0.05	0.05	0.05	0.05	0.05
TPRG1L	485	482	484	478	455	478
TPRKB	142	136	155	409	349	387
TPRN	126	100	120	239	270	284
TPRX1	0.05	0.05	0.05	0.05	1	0.05
TPSAB1	0.05	0.05	0.05	2	0.05	1
TPSB2	0.05	0.05	0.05	1	0.05	1
TPSD1	0.05	0.05	0.05	2	1	2
TPSG1	1	0.05	0.05	31	6	12
TPST1	286	228	291	132	154	127
TPST2	190	157	172	444	530	529
TPT1	6085	7848	7504	6221	6071	6046
TPT1-AS1	0.05	0.05	0.05	0.05	0.05	0.05
TPTE	0.05	0.05	0.05	1	5	3
TPTE2	0.05	0.05	0.05	4	1	2
TPX2	807	594	641	3538	3348	3222
TRA	0.05	0.05	0.05	0.05	0.05	0.05
TRA2A	709	656	696	1370	1526	1241
TRA2B	1158	1110	1267	2807	3295	2800
TRABD	298	252	324	446	497	456
TRABD2A	6	3	0.05	15	14	19
TRABD2B	27	1	2	100	61	55
TRAC	0.05	0.05	0.05	0.05	0.05	0.05
TRADD	117	98	119	5	5	4
TRAF1	108	103	90	46	49	49
TRAF2	183	202	169	383	388	405
TRAF3	503	510	560	223	240	196
TRAF3IP1	168	182	214	346	325	326
TRAF3IP2	136	184	198	172	193	167
TRAF3IP2-AS1	0.05	0.05	0.05	0.05	0.05	0.05
TRAF3IP3	11	3	9	4	4	3
TRAF4	1068	909	1017	679	708	588
TRAF5	537	420	502	682	450	486
TRAF6	294	355	312	208	127	180
TRAF7	846	857	909	1777	1826	1720
TRAFD1	420	388	446	595	565	524
TRAIP	62	37	49	253	214	207
TRAJ1	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ2	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ3	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ4	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ5	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ6	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ7	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ8	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ9	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ10	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ11	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ12	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ13	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ14	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ15	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ16	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ17	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ18	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ19	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ20	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ21	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ22	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ23	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ24	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ25	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ26	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ27	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ28	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ29	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ30	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ31	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ32	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ33	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ34	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ35	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ36	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ37	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ38	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ39	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ40	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ41	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ42	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ43	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ44	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ45	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ46	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ47	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ48	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ49	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ50	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ52	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ53	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ54	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ56	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ57	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ58	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ59	0.05	0.05	0.05	0.05	0.05	0.05
TRAJ61	0.05	0.05	0.05	0.05	0.05	0.05
TRAK1	854	794	896	807	720	769
TRAK2	681	729	759	429	431	391
TRAM1	3364	3608	3787	1780	1535	1585
TRAM1L1	50	43	66	24	34	38
TRAM2	1123	1053	994	382	373	388
TRAM2-AS1	0.05	0.05	0.05	0.05	0.05	0.05
TRANK1	348	386	423	108	63	74
TRAP1	497	406	554	1576	1818	1650
TRAPPC1	763	742	845	493	549	490
TRAPPC2	259	287	256	298	229	235
TRAPPC2L	187	155	163	525	549	554
TRAPPC3	478	473	557	524	552	526
TRAPPC3L	0.05	0.05	2	0.05	0.05	0.05
TRAPPC4	311	336	369	475	698	599
TRAPPC5	146	155	139	161	244	183
TRAPPC6A	51	61	57	157	151	147
TRAPPC6B	357	372	378	477	507	416
TRAPPC8	557	603	573	1180	1224	1157
TRAPPC9	245	280	270	272	180	200
TRAPPC10	739	717	691	728	635	564
TRAPPC11	554	582	618	756	699	638
TRAPPC12	372	330	376	521	499	486
TRAPPC13	164	217	209	356	341	293
TRAT1	0.05	0.05	0.05	0.05	0.05	0.05
TRAV1-1	0.05	0.05	0.05	0.05	0.05	0.05
TRAV1-2	0.05	0.05	0.05	0.05	0.05	0.05
TRAV2	0.05	0.05	0.05	0.05	0.05	0.05
TRAV3	0.05	0.05	0.05	0.05	0.05	0.05
TRAV4	0.05	0.05	0.05	0.05	0.05	0.05
TRAV5	0.05	0.05	0.05	0.05	0.05	0.05
TRAV6	0.05	0.05	0.05	0.05	0.05	0.05
TRAV7	0.05	0.05	0.05	0.05	0.05	0.05
TRAV8-1	0.05	0.05	0.05	0.05	0.05	0.05
TRAV8-2	0.05	0.05	0.05	0.05	0.05	0.05
TRAV8-3	0.05	0.05	0.05	0.05	0.05	0.05
TRAV8-4	0.05	0.05	0.05	0.05	0.05	0.05
TRAV8-6	0.05	0.05	0.05	0.05	0.05	0.05
TRAV8-7	0.05	0.05	0.05	0.05	0.05	0.05
TRAV9-1	0.05	0.05	0.05	0.05	0.05	0.05
TRAV9-2	0.05	0.05	0.05	0.05	0.05	0.05
TRAV10	0.05	0.05	0.05	0.05	0.05	0.05
TRAV12-1	0.05	0.05	0.05	0.05	0.05	0.05
TRAV12-2	0.05	0.05	0.05	0.05	0.05	0.05
TRAV12-3	0.05	0.05	0.05	0.05	0.05	0.05
TRAV13-1	0.05	0.05	0.05	0.05	0.05	0.05
TRAV13-2	0.05	0.05	0.05	0.05	0.05	0.05
TRAV14DV4	0.05	0.05	0.05	0.05	0.05	0.05
TRAV16	0.05	0.05	0.05	0.05	0.05	0.05
TRAV17	0.05	0.05	0.05	0.05	0.05	0.05
TRAV18	0.05	0.05	0.05	0.05	0.05	0.05
TRAV19	0.05	0.05	0.05	0.05	0.05	0.05
TRAV20	0.05	0.05	0.05	0.05	0.05	0.05
TRAV21	0.05	0.05	0.05	0.05	0.05	0.05
TRAV22	0.05	0.05	0.05	0.05	0.05	0.05
TRAV23DV6	0.05	0.05	0.05	0.05	0.05	0.05
TRAV24	0.05	0.05	0.05	0.05	0.05	0.05
TRAV25	0.05	0.05	0.05	0.05	0.05	0.05
TRAV26-1	0.05	0.05	0.05	0.05	0.05	0.05
TRAV26-2	0.05	0.05	0.05	0.05	0.05	0.05
TRAV27	0.05	0.05	0.05	0.05	0.05	0.05
TRAV29DV5	0.05	0.05	0.05	0.05	0.05	0.05
TRAV30	0.05	0.05	0.05	0.05	0.05	0.05
TRAV34	0.05	0.05	0.05	0.05	0.05	0.05
TRAV35	0.05	0.05	0.05	0.05	0.05	0.05
TRAV36DV7	0.05	0.05	0.05	0.05	0.05	0.05
TRAV38-1	0.05	0.05	0.05	0.05	0.05	0.05
TRAV38-2DV8	0.05	0.05	0.05	0.05	0.05	0.05
TRAV39	0.05	0.05	0.05	0.05	0.05	0.05
TRAV40	0.05	0.05	0.05	0.05	0.05	0.05
TRAV41	0.05	0.05	0.05	0.05	0.05	0.05
TRB	0.05	0.05	0.05	0.05	0.05	0.05
TRBC2	0.05	0.05	0.05	0.05	0.05	0.05
TRBD1	0.05	0.05	0.05	0.05	0.05	0.05
TRBJ2-1	0.05	0.05	0.05	0.05	0.05	0.05
TRBJ2-2	0.05	0.05	0.05	0.05	0.05	0.05
TRBJ2-3	0.05	0.05	0.05	0.05	0.05	0.05
TRBJ2-4	0.05	0.05	0.05	0.05	0.05	0.05
TRBJ2-5	0.05	0.05	0.05	0.05	0.05	0.05
TRBJ2-6	0.05	0.05	0.05	0.05	0.05	0.05
TRBJ2-7	0.05	0.05	0.05	0.05	0.05	0.05
TRBV2	0.05	0.05	0.05	0.05	0.05	0.05
TRBV3-1	0.05	0.05	0.05	0.05	0.05	0.05
TRBV4-1	0.05	0.05	0.05	0.05	0.05	0.05
TRBV4-2	0.05	0.05	0.05	0.05	0.05	0.05
TRBV5-1	0.05	0.05	0.05	0.05	0.05	0.05
TRBV5-4	0.05	0.05	0.05	0.05	0.05	0.05
TRBV5-5	0.05	0.05	0.05	0.05	0.05	0.05
TRBV5-6	0.05	0.05	0.05	0.05	0.05	0.05
TRBV5-7	0.05	0.05	0.05	0.05	0.05	0.05
TRBV6-1	0.05	0.05	0.05	0.05	0.05	0.05
TRBV6-4	0.05	0.05	0.05	0.05	0.05	0.05
TRBV6-5	0.05	0.05	0.05	0.05	0.05	0.05
TRBV6-6	0.05	0.05	0.05	0.05	0.05	0.05
TRBV6-7	0.05	0.05	0.05	0.05	0.05	0.05
TRBV6-8	0.05	0.05	0.05	0.05	0.05	0.05
TRBV6-9	0.05	0.05	0.05	0.05	0.05	0.05
TRBV7-3	0.05	0.05	0.05	0.05	0.05	0.05
TRBV7-4	0.05	0.05	0.05	0.05	0.05	0.05
TRBV7-6	0.05	0.05	0.05	0.05	0.05	0.05
TRBV7-7	0.05	0.05	0.05	0.05	0.05	0.05
TRBV7-8	0.05	0.05	0.05	0.05	0.05	0.05
TRBV9	0.05	0.05	0.05	0.05	0.05	0.05
TRBV10-1	0.05	0.05	0.05	0.05	0.05	0.05
TRBV10-2	0.05	0.05	0.05	0.05	0.05	0.05
TRBV11-1	0.05	0.05	0.05	0.05	0.05	0.05
TRBV11-2	0.05	0.05	0.05	0.05	0.05	0.05
TRBV19	0.05	0.05	0.05	0.05	0.05	0.05
TRBV20-1	0.05	0.05	0.05	0.05	0.05	0.05
TRBV24-1	0.05	0.05	0.05	0.05	0.05	0.05
TRBV25-1	0.05	0.05	0.05	0.05	0.05	0.05
TRBV27	0.05	0.05	0.05	0.05	0.05	0.05
TRBV28	0.05	0.05	0.05	0.05	0.05	0.05
TRBV29-1	0.05	0.05	0.05	0.05	0.05	0.05
TRBV30	0.05	0.05	0.05	0.05	0.05	0.05
TRD	0.05	0.05	0.05	0.05	0.05	0.05
TRDC	0.05	0.05	0.05	0.05	0.05	0.05
TRDD1	0.05	0.05	0.05	0.05	0.05	0.05
TRDD2	0.05	0.05	0.05	0.05	0.05	0.05
TRDD3	0.05	0.05	0.05	0.05	0.05	0.05
TRDJ1	0.05	0.05	0.05	0.05	0.05	0.05
TRDJ2	0.05	0.05	0.05	0.05	0.05	0.05
TRDJ3	0.05	0.05	0.05	0.05	0.05	0.05
TRDJ4	0.05	0.05	0.05	0.05	0.05	0.05
TRDMT1	70	76	85	364	276	286
TRDN	0.05	4	3	1	1	1
TRDV1	0.05	0.05	0.05	0.05	0.05	0.05
TRDV2	0.05	0.05	0.05	0.05	0.05	0.05
TRDV3	0.05	0.05	0.05	0.05	0.05	0.05
TREH	0.05	0.05	2	0.05	0.05	1
TREM1	1	6	7	1	0.05	0.05
TREM2	0.05	0.05	0.05	2	1	0.05
TREML1	0.05	0.05	0.05	0.05	0.05	0.05
TREML2	0.05	2	5	1	1	1
TREML4	0.05	0.05	0.05	0.05	0.05	0.05
TRERF1	42	21	28	691	594	646
TREX1	21.667	20.542	23.042	29.125	23.583	20.833
TREX2	0.05	0.05	1	5	6	4
TRG	0.05	0.05	0.05	0.05	0.05	0.05
TRG-AS1	0.05	0.05	0.05	0.05	0.05	0.05
TRGC1	0.05	0.05	0.05	0.05	0.05	0.05
TRGC2	0.05	0.05	0.05	0.05	0.05	0.05
TRGJ1	0.05	0.05	0.05	0.05	0.05	0.05
TRGJ2	0.05	0.05	0.05	0.05	0.05	0.05
TRGJP	0.05	0.05	0.05	0.05	0.05	0.05
TRGJP1	0.05	0.05	0.05	0.05	0.05	0.05
TRGJP2	0.05	0.05	0.05	0.05	0.05	0.05
TRGV2	0.05	0.05	0.05	0.05	0.05	0.05
TRGV3	0.05	0.05	0.05	0.05	0.05	0.05
TRGV4	0.05	0.05	0.05	0.05	0.05	0.05
TRGV5	0.05	0.05	0.05	0.05	0.05	0.05
TRGV8	0.05	0.05	0.05	0.05	0.05	0.05
TRGV9	0.05	0.05	0.05	0.05	0.05	0.05
TRH	0.05	0.05	0.05	4	8	3
TRHDE	100	116	138	23	69	53
TRHDE-AS1	0.05	0.05	0.05	0.05	0.05	0.05
TRHR	0.05	0.05	0.05	1	0.05	0.05
TRIAP1	281	300	284	495	523	533
TRIB1	582	471	522	1147	959	1064
TRIB2	230	127	200	710	547	610
TRIB3	167	200	223	90	173	167
TRIL	237	270	356	149	45	109
TRIM2	337	254	275	1812	1302	1379
TRIM3	126	119	129	86	120	113
TRIM4	120	139	122	96	112	117
TRIM5	413	480	451	296	181	200
TRIM6	539.675	541.18	625.637	444.5	358.133	384.345
TRIM6-TRIM34	23.325	24.82	45.263	6.7	4.367	32.155
TRIM7	6	4	4	2	6	1
TRIM8	644	645	699	462	496	491
TRIM9	28	12	17	15	17	15
TRIM10	0.05	0.05	0.05	1	0.05	0.05
TRIM11	302	308	324	262	244	260
TRIM13	421	413	433	730	604	641
TRIM14	31	42	35	262	318	291
TRIM15	0.05	0.05	0.05	0.05	0.05	0.05
TRIM16	540	428	412	114	93	99
TRIM16L	182	153	142	61	69	65
TRIM17	94	87	93	27	23	42
TRIM21	137	134	156	144	134	132
TRIM22	393	568	564	230	143	152
TRIM23	227	278	269	321	258	267
TRIM24	2057	1966	2354	7106	4487	5364
TRIM25	277	345	329	723	550	603
TRIM26	613	601	745	803	654	636
TRIM27	684	607	672	1010	983	980
TRIM28	2716	2266	2841	8506	9847	9700
TRIM29	76	31	26	0.05	1	2
TRIM31	1	0.05	0.05	0.05	1	0.05
TRIM32	227	182	251	239	209	217
TRIM33	789	768	869	1798	1353	1217
TRIM34	56	56	47.1	20.8	11.5	18.5
TRIM35	221	238	277	269	243	246
TRIM36	34	36	41	153	120	120
TRIM37	407	441	390	1394	1265	1178
TRIM38	111	82	103	48	33	26
TRIM39	181	186	212	359	370	341
TRIM39-RPP21	0.05	0.05	0.05	0.05	0.05	0.05
TRIM40	0.05	0.05	0.05	0.05	0.05	0.05
TRIM41	330	300	379	503	499	505
TRIM42	0.05	0.05	0.05	0.05	0.05	0.05
TRIM43	1	0.05	0.05	0.05	0.05	0.05
TRIM43B	0.05	0.05	0.05	0.05	0.05	0.05
TRIM44	905	962	1033	995	702	701
TRIM45	251	203	257	668	309	422
TRIM46	31	6	19	172	120	164
TRIM47	57	59	69	16	20	34
TRIM48	0.05	0.05	0.05	0.05	0.05	0.05
TRIM49	0.05	0.05	0.05	0.05	0.05	0.05
TRIM49B	0.05	0.05	0.05	0.05	0.05	0.05
TRIM49C	0.05	0.05	0.05	0.05	0.05	0.05
TRIM49D1	1	0.05	0.05	0.05	0.05	0.05
TRIM49D2P	0.05	0.05	0.05	0.05	0.05	0.05
TRIM50	0.05	2	0.05	0.05	1	2
TRIM51	0.05	0.05	0.05	0.05	0.05	0.05
TRIM52	80	63	79	106	114	105
TRIM52-AS1	0.05	0.05	0.05	0.05	0.05	0.05
TRIM54	0.05	4	1	143	249	261
TRIM55	1035	1393	1189	2	0.05	2
TRIM56	229	253	332	157	127	132
TRIM58	316	356	319	38	39	42
TRIM59	237	191	217	1074	771	893
TRIM60	0.05	0.05	0.05	0.05	0.05	0.05
TRIM61	50	38	63	122	124	131
TRIM62	142	102	109	98	88	112
TRIM63	1	1	2	3	0.05	1
TRIM64	0.05	0.05	0.05	0.05	0.05	0.05
TRIM64B	0.05	0.05	0.05	0.05	0.05	0.05
TRIM64C	0.05	0.05	0.05	0.05	0.05	0.05
TRIM65	194	166	190	357	357	380
TRIM66	122	90	105	142	99	118
TRIM67	8	6	5	1	0.05	0.05
TRIM68	113	108	137	136	121	104
TRIM69	1	1	3	0.05	3	0.05
TRIM71	50	45	58	1395	1044	1020
TRIM72	0.05	0.05	0.05	7	5	7
TRIM73	11	14	10	13	6	10
TRIM74	2	2	7	4	1	3
TRIM77	0.05	0.05	0.05	0.05	0.05	0.05
TRIML1	0.05	1	0.05	0.05	0.05	0.05
TRIML2	349	419	272	163	118	170
TRIO	3274	3575	3900	1353	1577	1321
TRIOBP	939	874	1012	1180	1016	858
TRIP4	296	341	368	297	303	306
TRIP6	432	372	446	1229	1879	1674
TRIP10	666	714	687	552	581	601
TRIP11	711	731	822	677	660	659
TRIP12	2581	2763	2957	2454	2366	2080
TRIP13	166	132	167	660	654	591
TRIQK	468	520	549	361	280	306
TRIT1	172	120	143	391	374	318
TRMT1	264	200	234	863	1010	835
TRMT1L	347	363	339	804	835	704
TRMT2A	159	170	203	311	426	338
TRMT2B	131	158	183	224	272	260
TRMT5	227	203	211	504	537	495
TRMT6	220	241	233	525	541	519
TRMT10A	115	92	86	116	118	98
TRMT10B	64	64	60	126	116	105
TRMT10C	285	262	262	880	853	821
TRMT11	121	117	132	267	219	244
TRMT12	82	88	110	184	165	156
TRMT13	160	158	137	358	359	324
TRMT44	91	91	87	138	160	150
TRMT61A	93	75	100	234	329	299
TRMT61B	113	137	100	284	266	287
TRMT112	470	478	519	978	1257	1161
TRMU	155	149	145	272	338	324
TRNA	0.05	0.05	0.05	0.05	0.05	0.05
TRNAA-AGC	0.05	0.05	0.05	0.05	0.05	0.05
TRNAA1	0.05	0.05	0.05	0.05	0.05	0.05
TRNAA2	0.05	0.05	0.05	0.05	0.05	0.05
TRNAA3	0.05	0.05	0.05	0.05	0.05	0.05
TRNAA4	0.05	0.05	0.05	0.05	0.05	0.05
TRNAA5	0.05	0.05	0.05	0.05	0.05	0.05
TRNAA6	0.05	0.05	0.05	0.05	0.05	0.05
TRNAA7	0.05	0.05	0.05	0.05	0.05	0.05
